INFO:root:Started
INFO:root:Front-end заработал
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '282', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '930'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '563', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '337', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '279'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '281', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '878'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '398', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '392', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '511'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '681', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '783'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '126'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '134', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '507'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '774', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '936', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '499', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '91', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '194'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '260'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '227'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '488'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '545'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '615', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '34', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '264'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '183', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '267', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '779', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '754', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '967', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '925', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '495'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '963', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '918', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '856'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '362'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '280'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '168', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '604', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '75', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '857'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '123'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '696'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '140'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '116', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '658', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '422', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '707'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '76', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '367'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '66', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '19', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '486', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '936'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '14', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '77'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '960'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '401'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '348'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '593', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '144', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '473'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '876', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '353'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '668', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '295'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '727'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '740'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '786', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '368', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '81', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '684', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '893'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '91', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '823', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '997', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '500'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '33'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '394'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '284'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '8'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '81'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '525', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '689', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '482', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '80'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '54'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '784'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '199'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '914', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '481'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '620', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '160'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '446', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '15', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '860', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '912'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '521', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '31', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '145'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '567'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '428', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '398', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '547'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '863'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '248'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '711', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '522', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '942', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '946'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '445', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '172'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '19'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '113', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '443', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '467'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '951'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '994', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '151', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '170'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '995', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '153', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '286', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '554', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '18', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '106', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '866'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '245', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '813'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '107', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '722'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '866', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '4', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '9', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '388', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '28'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '708', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '479'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '48'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '82', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '439'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '837', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '554', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '551', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '151'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '101'}
INFO:root:Входящий остаток по счету = 131
INFO:root:Обороты по списанию 133646
INFO:root:Обороты по зачислению 62699
INFO:root:Исходящий остаток по счету = -5900
